300.000	0.00 400.00	0.00 0.00 90.00	40.00	40.00	0.00
300.000	0.00 400.00	0.00 0.00 90.00	40.00	40.00	6.00
500.000	0.00 400.00	0.00 0.00 90.00	40.00	40.00	0.00
500.000	0.00 400.00	0.00 0.00 90.00	40.00	40.00	6.00
652.820	-61.623	159.561	9.282	-22.976	90.069	40.00	40.00	0.00
652.820	-61.623	159.561	9.282	-22.976	90.069	40.00	40.00	6.00
321.651	-495.172	322.040	-30.000	5.000	60.000	40.00	40.00	0.00
321.651	-495.172	322.040	-30.000	5.000	60.000	40.00	40.00	6.00
318.515	-130.167	327.958	-2.349	2.750	63.598	40.00	40.00	0.00
318.515	-130.167	327.958	-2.349	2.750	63.598	40.00	40.00	6.00
271.719	229.277	371.535	39.649	-15.298	79.183	40.00	40.00	0.00
271.719	229.277	371.535	39.649	-15.298	79.183	40.00	40.00	6.00
282.256	271.556	264.497	6.000	6.000	60.000	40.00	40.00	0.00
282.256	271.556	264.497	6.000	6.000	60.000	40.00	40.00	6.00
346.209	-2.609	371.961	-6.131	32.544	72.938	40.00	40.00	0.00
346.209	-2.609	371.961	-6.131	32.544	72.938	40.00	40.00	6.00
600.582	-5.077	502.197	-14.439	-18.965	86.860	40.00	40.00	0.00
600.582	-5.077	502.197	-14.439	-18.965	86.860	40.00	40.00	6.00
601.598	-4.806	395.199	11.803	-21.772	45.000	40.00	40.00	0.00
601.598	-4.806	395.199	11.803	-21.772	45.000	40.00	40.00	6.00
486.425	-341.386	266.454	-38.560	40.222	68.927	40.00	40.00	0.00
486.425	-341.386	266.454	-38.560	40.222	68.927	40.00	40.00	6.00
393.608	-371.481	172.312	-24.179	-17.819	73.339	40.00	40.00	0.00
393.608	-371.481	172.312	-24.179	-17.819	73.339	40.00	40.00	6.00
324.766	-226.261	229.736	15.470	-32.716	81.245	40.00	40.00	0.00
324.766	-226.261	229.736	15.470	-32.716	81.245	40.00	40.00	6.00
333.869	21.634	287.844	0.688	1.547	84.397	40.00	40.00	0.00
333.869	21.634	287.844	0.688	1.547	84.397	40.00	40.00	6.00
331.850	58.844	423.156	-8.021	35.122	84.798	40.00	40.00	0.00
331.850	58.844	423.156	-8.021	35.122	84.798	40.00	40.00	6.00
425.148	22.141	430.215	-36.497	10.084	65.661	40.00	40.00	0.00
425.148	22.141	430.215	-36.497	10.084	65.661	40.00	40.00	6.00
242.706	341.519	159.779	-8.594	54.431	45.000	40.00	40.00	0.00
242.706	341.519	159.779	-8.594	54.431	45.000	40.00	40.00	6.00
220.082	394.722	179.030	22.632	-14.439	107.200	40.00	40.00	0.00
220.082	394.722	179.030	22.632	-14.439	107.200	40.00	40.00	6.00
413.027	20.815	372.722	-34.435	34.893	90.871	40.00	40.00	0.00
413.027	20.815	372.722	-34.435	34.893	90.871	40.00	40.00	6.00
413.011	20.816	372.726	-37.242	37.242	45.000	40.00	40.00	0.00
413.011	20.816	372.726	-37.242	37.242	45.000	40.00	40.00	6.00
310.147	-158.289	356.021	-8.766	-5.500	45.000	40.00	40.00	0.00
310.147	-158.289	356.021	-8.766	-5.500	45.000	40.00	40.00	6.00
393.327	-153.802	294.376	-19.194	37.128	45.000	40.00	40.00	0.00
393.327	-153.802	294.376	-19.194	37.128	45.000	40.00	40.00	6.00
556.166	-146.627	177.536	21.314	-18.048	65.776	40.00	40.00	0.00
556.166	-146.627	177.536	21.314	-18.048	65.776	40.00	40.00	6.00
550.319	-200.767	178.984	45.837	-34.377	45.000	40.00	40.00	0.00
550.319	-200.767	178.984	45.837	-34.377	45.000	40.00	40.00	6.00
489.894	-469.830	229.146	-37.471	13.350	112.414	40.00	40.00	0.00
489.894	-469.830	229.146	-37.471	13.350	112.414	40.00	40.00	6.00
433.515	-5.154	278.282	-34.377	45.837	45.000	40.00	40.00	0.00
433.515	-5.154	278.282	-34.377	45.837	45.000	40.00	40.00	6.00
