time,ref_pos,ref_vel,meas_pos,meas_vel
0.00511932373046875,0.012624477158850785,0.0,0.0,0.0
0.010122060775756836,0.024958315731351346,0.0,0.0,-0.0015
0.015094995498657227,0.03721257525549361,0.0,0.0,-0.0015
0.020104408264160156,0.04954753354860349,0.0,0.0,-0.0015
0.025090694427490234,0.06181336423892126,0.0,0.0,-0.0015
0.030124664306640625,0.07418109675677532,0.0,0.0,-0.0015
0.035101890563964844,0.08639118975147202,0.0,0.0,-0.0015
0.040123939514160156,0.09868982417516005,0.0,0.0,-0.0015
0.0451052188873291,0.11086435788998807,0.0,0.0,-0.0015
0.05014920234680176,0.12316446681367499,0.0,0.0,-0.0015
0.05511641502380371,0.13524715655801117,0.0,0.0052,0.5259
0.06020689010620117,0.14759548549201698,0.0,0.0052,0.5259
0.06519055366516113,0.15964816836184054,0.0,0.0052,0.5259
0.07024168968200684,0.17182408349643544,0.0,0.0052,0.5259
0.07522940635681152,0.18380468179494355,0.0,0.0052,0.5259
0.08036398887634277,0.1960908834862479,0.0,0.0052,0.5259
0.08526420593261719,0.20776875094194397,0.0,0.0052,0.5259
0.09032893180847168,0.21978688685028408,0.0,0.0052,0.5259
0.09525275230407715,0.23141735230517513,0.0,0.0185,0.888
0.10035181045532227,0.24340334547005452,0.0,0.0185,0.888
0.10526514053344727,0.2548937078798705,0.0,0.0185,0.888
0.11028337478637695,0.26656669156214824,0.0,0.0185,0.888
0.11517095565795898,0.277872097717216,0.0,0.0185,0.888
0.12027478218078613,0.2896077329892883,0.0,0.0185,0.888
0.1251661777496338,0.30078507711116126,0.0,0.0516,2.0956
0.13026905059814453,0.3123699305187486,0.0,0.0516,2.0956
0.13532614707946777,0.3237716687034957,0.0,0.0516,2.0956
0.14019560813903809,0.33467316845864115,0.0,0.0516,2.0956
0.1451570987701416,0.34570012833901825,0.0,0.0516,2.0956
0.15019607543945312,0.3568133221879324,0.0,0.0516,2.0956
0.1551380157470703,0.3676256748137886,0.0,0.0516,2.0956
0.160139799118042,0.3784787181094462,0.0,0.0865,2.0962
0.16516423225402832,0.3892868172976448,0.0,0.0865,2.0962
0.17011785507202148,0.39984765718687654,0.0,0.0865,2.0962
0.17510271072387695,0.41037732576352454,0.0,0.0865,2.0962
0.18011212348937988,0.4208574759183154,0.0,0.0865,2.0962
0.18517065048217773,0.43133459947479597,0.0,0.1214,2.0938
0.19028878211975098,0.44182430026722685,0.0,0.1214,2.0938
0.19519925117492676,0.45178105952880027,0.0,0.1214,2.0938
0.20040321350097656,0.462215527061584,0.0,0.1214,2.0938
0.20522189140319824,0.4717673637950416,0.0,0.1214,2.0938
0.21018409729003906,0.4814906961500047,0.0,0.1214,2.0938
0.21538949012756348,0.49156475313686376,0.0,0.1562,2.0953
0.22014522552490234,0.5006537376128778,0.0,0.1562,2.0953
0.2251420021057129,0.5100829602477567,0.0,0.1562,2.0953
0.23010683059692383,0.5193274095266378,0.0,0.1562,2.0953
0.2350916862487793,0.5284820406997055,0.0,0.1562,2.0953
0.2401118278503418,0.5375704830751951,0.0,0.1911,2.0956
0.24524140357971191,0.5467189156927696,0.0,0.1911,2.0956
0.25012898445129395,0.5553037048092178,0.0,0.1911,2.0956
0.25531458854675293,0.5642687732313352,0.0,0.1911,2.0956
0.2601306438446045,0.5724608767384521,0.0,0.1911,2.0956
0.26515698432922363,0.5808708936727479,0.0,0.1911,2.0956
0.27014875411987305,0.5890797276149481,0.0,0.226,2.096
0.2752249240875244,0.5972787805601881,0.0,0.226,2.096
0.2802083492279053,0.6051802874971424,0.0,0.226,2.096
0.28515028953552246,0.6128695392615475,0.0,0.226,2.096
0.29017114639282227,0.6205302863899612,0.0,0.226,2.096
0.2951333522796631,0.6279498600698127,0.0,0.226,2.096
0.3001406192779541,0.635282115634845,0.0,0.226,2.096
0.3051149845123291,0.642410539982939,0.0,0.2608,2.0938
0.31017518043518066,0.649500984444862,0.0,0.2608,2.0938
0.31509947776794434,0.6562434368186033,0.0,0.2608,2.0938
0.3201162815093994,0.6629510350925805,0.0,0.2608,2.0938
0.3250887393951416,0.6694368490378164,0.0,0.2957,2.0954
0.33011293411254883,0.6758242230595094,0.0,0.2957,2.0954
0.33515453338623047,0.6820644790305299,0.0,0.2957,2.0954
0.34011101722717285,0.6880325990003083,0.0,0.2957,2.0954
0.34509897232055664,0.6938701986775042,0.0,0.2957,2.0954
0.35017919540405273,0.6996406393901444,0.0,0.3306,2.0956
0.35523557662963867,0.7052070441863435,0.0,0.3306,2.0956
0.36013221740722656,0.7104280079046182,0.0,0.3306,2.0956
0.3651289939880371,0.7155824237603748,0.0,0.3306,2.0956
0.37010908126831055,0.7205441759272027,0.0,0.3306,2.0956
0.37511396408081055,0.7253529406888141,0.0,0.3306,2.0956
0.38013172149658203,0.7299940623460103,0.0,0.3654,2.0961
0.385267972946167,0.7345569018857003,0.0,0.3654,2.0961
0.39011669158935547,0.7386888356525344,0.0,0.3654,2.0961
0.3952019214630127,0.7428381579635619,0.0,0.3654,2.0961
0.40014219284057617,0.7466876534491803,0.0,0.3654,2.0961
0.40514254570007324,0.7504008080543599,0.0,0.4003,2.0938
0.4101560115814209,0.7539377939781052,0.0,0.4003,2.0938
0.4151639938354492,0.7572841920788611,0.0,0.4003,2.0938
0.42014026641845703,0.7604237339849957,0.0,0.4003,2.0938
0.42514896392822266,0.7633960641456246,0.0,0.4003,2.0938
0.4301126003265381,0.7661551862367,0.0,0.4003,2.0938
0.4351317882537842,0.7687557482774546,0.0,0.4352,2.0954
0.440277099609375,0.7712232502578222,0.0,0.4352,2.0954
0.44524216651916504,0.7734132765541291,0.0,0.4352,2.0954
0.45020341873168945,0.7754136661338982,0.0,0.4352,2.0954
0.45520853996276855,0.7772408687330498,0.0,0.4352,2.0954
0.4601430892944336,0.7788541893945573,0.0,0.4352,2.0954
0.46513867378234863,0.780296804064659,0.0,0.4352,2.0954
0.47011852264404297,0.781543595392504,0.0,0.4701,2.0955
0.47513842582702637,0.7826068172581405,0.0,0.4701,2.0955
0.4801368713378906,0.783472104031134,0.0,0.4701,2.0955
0.48512840270996094,0.7841434047932447,0.0,0.4701,2.0955
0.4901304244995117,0.7846226871814174,0.0,0.4701,2.0955
0.49509763717651367,0.7849069017060729,0.0,0.4701,2.0955
0.5001025199890137,0.7849999592848064,0.0,0.5049,2.096
0.5051538944244385,0.7848971034166546,0.0,0.5049,2.096
0.5101232528686523,0.7846030434509567,0.0,0.5049,2.096
0.5152227878570557,0.7841024781675469,0.0,0.5049,2.096
0.5201432704925537,0.7834287168999664,0.0,0.5049,2.096
0.525139570236206,0.7825530260399742,0.0,0.5398,2.0938
0.5302243232727051,0.7814638860283267,0.0,0.5398,2.0938
0.5351622104644775,0.7802153511146537,0.0,0.5398,2.0938
0.540125846862793,0.7787710815850829,0.0,0.5398,2.0938
0.5452642440795898,0.7770764830417116,0.0,0.5398,2.0938
