0.643004	0.336812	168.406	84202.9
0.643002	0.454439	103.71	-9899.81
0.64273	0.515863	69.8333	-6692.32
0.347907	0.46567	4.91057	-26698.7
0.335807	0.428643	1.78544	1066.62
0.34796	0.40621	2.97854	2455.9
0.260137	0.366137	-9.88497	-5074.52
0.20453	0.322119	-14.7655	-1498.65
0.21177	0.292178	-9.77687	3171.15
0.177549	0.261138	-11.7627	-494.29
0.160832	0.234006	-10.8419	823.077
0.165022	0.215357	-7.34461	2013.54
0.150016	0.197699	-7.38741	172.444
0.142963	0.182909	-6.34417	663.087
0.142935	0.172109	-4.63386	958.441
0.138298	0.162974	-4.00832	388.195
0.138277	0.156302	-2.92825	595.088
0.134091	0.150301	-2.7026	153.014
0.13333	0.145716	-2.07527	342.999
0.133292	0.14236	-1.51975	299.166
0.131717	0.139485	-1.32193	114.537
0.132102	0.13749	-0.912796	215.971
0.167457	0.145586	4.10949	2519.47
0.131274	0.141719	-1.88825	-2992.79
0.131473	0.138951	-1.35124	272.935
0.131424	0.136918	-0.992816	182.45
0.131176	0.135367	-0.7581	119.72
0.132703	0.134647	-0.34703	207.259
0.13165	0.133837	-0.395515	-22.9844
0.132594	0.133501	-0.161151	118.1
0.132542	0.133242	-0.124639	18.926
0.133044	0.133189	-0.0231576	51.2297
0.133621	0.133305	0.0610386	42.4551
0.1335	0.133358	0.0282042	-16.1567
0.134691	0.133718	0.181463	76.8194
0.134628	0.133964	0.123929	-28.6278
0.151992	0.138834	2.43595	1156.11
0.135071	0.137818	-0.507797	-1471.8
0.136064	0.137344	-0.23648	135.712
0.135488	0.136843	-0.250398	-6.91986
0.13642	0.136728	-0.0568589	96.7985
0.136359	0.136629	-0.0497379	3.58149
0.136303	0.136541	-0.0438653	2.95162
0.137372	0.136765	0.112384	78.1357
0.137062	0.136845	0.0401483	-36.1095
0.137416	0.137	0.0771197	18.4916
0.149566	0.140394	1.69748	810.187
0.138388	0.139852	-0.271005	-984.241
0.137705	0.139272	-0.290049	-9.52006
0.138615	0.139095	-0.0887697	100.642
0.138911	0.139045	-0.0248049	31.9836
0.138915	0.13901	-0.0175634	3.62165
0.139195	0.13906	0.0250033	21.284
0.139196	0.139097	0.0183836	-3.30939
0.148066	0.14152	1.21156	596.589
0.139687	0.141025	-0.24757	-729.565
0.139626	0.140647	-0.188927	29.3216
0.1403	0.140553	-0.0468447	71.0414
0.140025	0.14041	-0.0713358	-12.2455
0.140484	0.14043	0.00993689	40.6364
0.147215	0.142263	0.916463	453.263
0.140665	0.141831	-0.215887	-566.175
0.140969	0.141598	-0.1165	49.6935
0.140755	0.141371	-0.113933	1.28324
0.141017	0.141275	-0.0477631	33.0852
0.141008	0.141203	-0.0360753	5.84391
0.146399	0.142607	0.701877	368.976
0.141142	0.142211	-0.197845	-449.861
0.141269	0.141957	-0.127241	35.302
0.141713	0.141891	-0.0328915	47.1748
0.141362	0.141748	-0.0714181	-19.2633
0.141329	0.141635	-0.0565816	7.41823
0.14615	0.142855	0.609916	333.249
