659.978	336.747	99.655	-0.013	0.014	1.573	
659.983	336.735	99.678	-0.013	0.014	1.573	
659.986	336.741	99.673	-0.013	0.014	1.573	
659.986	336.739	99.658	-0.013	0.014	1.573	
659.987	336.746	99.664	-0.013	0.014	1.573	
659.972	336.765	99.652	-0.013	0.014	1.573	
659.971	336.739	99.650	-0.013	0.014	1.573	
659.955	336.708	99.647	-0.013	0.014	1.573	
659.976	336.731	99.673	-0.013	0.014	1.573	
659.985	336.718	99.675	-0.013	0.014	1.573	
659.978	336.738	99.658	-0.013	0.014	1.573	
659.979	336.762	99.681	-0.013	0.014	1.573	
659.981	336.749	99.670	-0.013	0.014	1.573	
659.965	336.725	99.644	-0.013	0.014	1.573	
659.995	336.761	99.704	-0.013	0.014	1.573	
659.987	336.741	99.671	-0.013	0.014	1.573	
659.973	336.746	99.674	-0.013	0.014	1.573	
659.985	336.745	99.663	-0.013	0.014	1.573	
659.979	336.730	99.662	-0.013	0.014	1.573	
659.975	336.745	99.666	-0.013	0.014	1.573	
659.977	336.757	99.671	-0.013	0.014	1.573	
659.981	336.715	99.661	-0.013	0.014	1.573	
659.988	336.744	99.683	-0.013	0.014	1.573	
659.986	336.737	99.656	-0.013	0.014	1.573	
659.979	336.747	99.658	-0.013	0.014	1.573	
659.986	336.734	99.658	-0.013	0.014	1.573	
659.969	336.740	99.663	-0.013	0.014	1.573	
659.964	336.713	99.648	-0.013	0.014	1.573	
659.980	336.751	99.684	-0.013	0.014	1.573	
659.979	336.730	99.651	-0.013	0.014	1.573	
659.976	336.729	99.657	-0.013	0.014	1.573	
659.990	336.728	99.670	-0.013	0.014	1.573	
659.972	336.738	99.662	-0.013	0.014	1.573	
659.990	336.746	99.667	-0.013	0.014	1.573	
659.995	336.724	99.663	-0.013	0.014	1.573	
659.970	336.743	99.664	-0.013	0.014	1.573	
659.983	336.735	99.656	-0.013	0.014	1.573	
659.989	336.730	99.669	-0.013	0.014	1.573	
659.966	336.753	99.662	-0.013	0.014	1.573	
659.988	336.732	99.670	-0.013	0.014	1.573	
659.967	336.755	99.668	-0.013	0.014	1.573	
659.975	336.725	99.660	-0.013	0.014	1.573	
659.966	336.744	99.649	-0.013	0.014	1.573	
659.974	336.746	99.658	-0.013	0.014	1.573	
659.971	336.752	99.667	-0.013	0.014	1.573	
659.972	336.759	99.671	-0.013	0.014	1.573	
659.981	336.761	99.668	-0.013	0.014	1.573	
659.979	336.733	99.653	-0.013	0.014	1.573	
659.987	336.732	99.665	-0.013	0.014	1.573	
659.979	336.745	99.673	-0.013	0.014	1.573	
659.983	336.746	99.673	-0.013	0.014	1.573	
659.981	336.749	99.689	-0.013	0.014	1.573	
659.972	336.744	99.647	-0.013	0.014	1.573	
659.991	336.755	99.682	-0.013	0.014	1.573	
659.971	336.740	99.649	-0.013	0.014	1.573	
